0,110.332,36.3435
0,110.432,36.3435
0,110.532,36.3435
0,110.632,36.3435
0,110.732,36.3435
0,110.832,36.3435
0,110.932,36.3435
0,111.032,36.3435
0,111.132,36.3435
0,111.232,36.3435
0,111.332,36.3435
0,111.432,36.3435
0,111.532,36.3435
0,111.632,36.3435
0,111.732,36.3435
0,111.832,36.3435
0,111.932,36.3435
0,112.032,36.3435
0,112.132,36.3435
0,112.232,36.3435
0,112.332,36.3435
0,112.432,36.3435
0,112.532,36.3435
0,112.632,36.3435
0,112.732,36.3435
0,112.832,36.3435
0,112.932,36.3435
0,113.032,36.3435
0,113.132,36.3435
0,113.232,36.3435
0,113.332,36.3435
0,113.432,36.3435
0,113.532,36.3435
0,113.632,36.3435
0,113.732,36.3435
0,113.832,36.3435
0,113.932,36.3435
0,114.032,36.3435
0,114.132,36.3435
0,114.232,36.3435
0,114.332,36.3435
0,114.432,36.3435
0,114.532,36.3435
0,114.632,36.3435
0,114.732,36.3435
0,114.832,36.3435
0,114.932,36.3435
0,115.032,36.3435
0,115.132,36.3435
0,115.232,36.3435
0,115.332,36.3435
0,115.432,36.3435
0,115.532,36.3435
0,115.632,36.3435
0,115.732,36.3435
0,115.832,36.3435
0,115.932,36.3435
0,116.032,36.3435
0,116.132,36.3435
0,116.232,36.3435
0,116.332,36.3435
0,116.432,36.3435
0,110.332,36.2435
0,110.432,36.2435
0,110.532,36.2435
0,110.632,36.2435
0,110.732,36.2435
0,110.832,36.2435
0,110.932,36.2435
0,111.032,36.2435
0,111.132,36.2435
0,111.232,36.2435
0,111.332,36.2435
0,111.432,36.2435
0,111.532,36.2435
0,111.632,36.2435
0,111.732,36.2435
0,111.832,36.2435
0,111.932,36.2435
0,112.032,36.2435
0,112.132,36.2435
0,112.232,36.2435
0,112.332,36.2435
0,112.432,36.2435
0,112.532,36.2435
0,112.632,36.2435
0,112.732,36.2435
0,112.832,36.2435
0,112.932,36.2435
0,113.032,36.2435
0,113.132,36.2435
0,113.232,36.2435
0,113.332,36.2435
0,113.432,36.2435
0,113.532,36.2435
0,113.632,36.2435
0,113.732,36.2435
0,113.832,36.2435
0,113.932,36.2435
0,114.032,36.2435
0,114.132,36.2435
0,114.232,36.2435
0,114.332,36.2435
0,114.432,36.2435
0,114.532,36.2435
0,114.632,36.2435
0,114.732,36.2435
0,114.832,36.2435
0,114.932,36.2435
0,115.032,36.2435
0,115.132,36.2435
0,115.232,36.2435
0,115.332,36.2435
0,115.432,36.2435
0,115.532,36.2435
0,115.632,36.2435
0,115.732,36.2435
0,115.832,36.2435
0,115.932,36.2435
0,116.032,36.2435
0,116.132,36.2435
0,116.232,36.2435
0,116.332,36.2435
0,116.432,36.2435
0,110.332,36.1435
0,110.432,36.1435
0,110.532,36.1435
0,110.632,36.1435
0,110.732,36.1435
0,110.832,36.1435
0,110.932,36.1435
0,111.032,36.1435
0,111.132,36.1435
0,111.232,36.1435
0,111.332,36.1435
0,111.432,36.1435
0,111.532,36.1435
0,111.632,36.1435
0,111.732,36.1435
0,111.832,36.1435
0,111.932,36.1435
0,112.032,36.1435
0,112.132,36.1435
0,112.232,36.1435
0,112.332,36.1435
0,112.432,36.1435
0,112.532,36.1435
0,112.632,36.1435
0,112.732,36.1435
0,112.832,36.1435
0,112.932,36.1435
0,113.032,36.1435
0,113.132,36.1435
0,113.232,36.1435
0,113.332,36.1435
0,113.432,36.1435
0,113.532,36.1435
0,113.632,36.1435
0,113.732,36.1435
0,113.832,36.1435
0,113.932,36.1435
0,114.032,36.1435
0,114.132,36.1435
0,114.232,36.1435
0,114.332,36.1435
0,114.432,36.1435
0,114.532,36.1435
0,114.632,36.1435
0,114.732,36.1435
0,114.832,36.1435
0,114.932,36.1435
0,115.032,36.1435
0,115.132,36.1435
0,115.232,36.1435
0,115.332,36.1435
0,115.432,36.1435
0,115.532,36.1435
0,115.632,36.1435
0,115.732,36.1435
0,115.832,36.1435
0,115.932,36.1435
0,116.032,36.1435
0,116.132,36.1435
0,116.232,36.1435
0,116.332,36.1435
0,116.432,36.1435
0,110.332,36.0435
0,110.432,36.0435
0,110.532,36.0435
0,110.632,36.0435
0,110.732,36.0435
0,110.832,36.0435
0,110.932,36.0435
0,111.032,36.0435
0,111.132,36.0435
0,111.232,36.0435
0,111.332,36.0435
0,111.432,36.0435
0,111.532,36.0435
0,111.632,36.0435
0,111.732,36.0435
0,111.832,36.0435
0,111.932,36.0435
0,112.032,36.0435
0,112.132,36.0435
0,112.232,36.0435
0,112.332,36.0435
0,112.432,36.0435
0,112.532,36.0435
0,112.632,36.0435
0,112.732,36.0435
0,112.832,36.0435
0,112.932,36.0435
0,113.032,36.0435
0,113.132,36.0435
0,113.232,36.0435
0,113.332,36.0435
0,113.432,36.0435
0,113.532,36.0435
0,113.632,36.0435
0,113.732,36.0435
0,113.832,36.0435
0,113.932,36.0435
0,114.032,36.0435
0.333,114.132,36.0435
0.329,114.232,36.0435
0.303,114.332,36.0435
0,114.432,36.0435
0,114.532,36.0435
0,114.632,36.0435
0,114.732,36.0435
0,114.832,36.0435
0.431,114.932,36.0435
0,115.032,36.0435
0,115.132,36.0435
0,115.232,36.0435
0,115.332,36.0435
0,115.432,36.0435
0,115.532,36.0435
0,115.632,36.0435
0,115.732,36.0435
0,115.832,36.0435
0,115.932,36.0435
0,116.032,36.0435
0,116.132,36.0435
0,116.232,36.0435
0,116.332,36.0435
0,116.432,36.0435
0,110.332,35.9435
0,110.432,35.9435
0,110.532,35.9435
0,110.632,35.9435
0,110.732,35.9435
0,110.832,35.9435
0,110.932,35.9435
0,111.032,35.9435
0,111.132,35.9435
0,111.232,35.9435
0,111.332,35.9435
0,111.432,35.9435
0,111.532,35.9435
0,111.632,35.9435
0,111.732,35.9435
0,111.832,35.9435
0,111.932,35.9435
0,112.032,35.9435
0,112.132,35.9435
0,112.232,35.9435
0,112.332,35.9435
0,112.432,35.9435
0,112.532,35.9435
0,112.632,35.9435
0,112.732,35.9435
0,112.832,35.9435
0,112.932,35.9435
0,113.032,35.9435
0,113.132,35.9435
0,113.232,35.9435
0,113.332,35.9435
0,113.432,35.9435
0,113.532,35.9435
0,113.632,35.9435
0,113.732,35.9435
0,113.832,35.9435
0,113.932,35.9435
0,114.032,35.9435
0.349,114.132,35.9435
0.352,114.232,35.9435
